Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating,Month,Hour,Hour_12
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.16,465.44,2019-03-23,19:16,Ewallet,443.28,22.16,4.4,3,19,7
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:47,Ewallet,260.4,13.02,9.9,1,16,4
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.49,472.31,2019-02-09,10:00,Cash,449.82,22.49,5.7,2,10,10
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.39,323.15,2019-01-23,11:51,Cash,307.76,15.39,7.7,1,11,11
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55,Ewallet,155.0,7.75,8.0,3,10,10
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.72,288.2,2019-01-25,15:00,Ewallet,274.48,13.72,5.7,1,15,3
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.32,90.7,2019-03-04,11:19,Credit card,86.38,4.32,6.7,3,11,11
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.71,56.95,2019-03-05,19:46,Ewallet,54.24,2.71,8.0,3,19,7
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.8,793.72,2019-03-03,19:00,Ewallet,755.92,37.8,7.5,3,19,7
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.29,195.17,2019-02-08,10:53,Cash,185.88,9.29,7.0,2,10,10
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7,77.77,2019-02-10,12:50,Ewallet,74.07,3.7,9.9,2,12,12
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.96,293.2,2019-01-28,20:50,Credit card,279.24,13.96,5.9,1,20,8
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,242.68,2019-02-11,10:39,Credit card,231.12,11.56,7.2,2,10,10
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,2019-01-15,13:41,Ewallet,147.04,7.35,4.6,1,13,1
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08,Cash,790.2,39.51,9.2,3,19,7
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23,Ewallet,102.2,5.11,5.7,1,20,8
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.18,171.73,2019-03-19,11:30,Credit card,163.55,8.18,9.9,3,11,11
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78.0,2019-01-13,19:30,Cash,74.29,3.71,5.0,1,19,7
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03,Cash,87.4,4.37,4.9,3,18,6
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.26,26.55,2019-03-23,10:13,Ewallet,25.29,1.26,6.1,3,10,10
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58,Credit card,166.0,8.3,8.2,3,19,7
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.85,374.8,2019-02-17,19:57,Credit card,356.95,17.85,5.5,2,19,7
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.74,120.64,2019-01-29,10:01,Credit card,114.9,5.74,6.8,1,10,10
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.5,241.46,2019-03-15,11:57,Cash,229.96,11.5,6.6,3,11,11
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,2019-01-14,10:02,Cash,429.87,21.49,9.8,1,10,10
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51,Ewallet,259.0,12.95,8.7,2,14,2
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.44,93.29,2019-02-15,12:42,Credit card,88.85,4.44,5.4,2,12,12
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.36,217.63,2019-01-03,12:02,Ewallet,207.27,10.36,7.9,1,12,12
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.99,629.84,2019-01-04,18:19,Credit card,599.85,29.99,9.7,1,18,6
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.26,299.56,2019-03-18,17:38,Ewallet,285.3,14.26,7.8,3,17,5
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.56,95.67,2019-03-28,13:41,Ewallet,91.11,4.56,5.1,3,13,1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942.45,2019-03-02,19:42,Credit card,897.57,44.88,6.5,3,19,7
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8,247.87,2019-01-25,20:24,Ewallet,236.07,11.8,5.9,1,20,8
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,2019-01-16,18:08,Cash,839.34,41.97,8.8,1,18,6
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17,Ewallet,461.8,23.09,4.9,3,19,7
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146.22,2019-01-04,13:24,Credit card,139.26,6.96,4.4,1,13,1
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,217.63,2019-03-11,15:53,Cash,207.27,10.36,6.5,3,15,3
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.91,19.19,2019-03-22,15:05,Credit card,18.28,0.91,8.3,3,15,3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130.04,2019-03-24,18:27,Cash,123.85,6.19,8.5,3,18,6
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.2,298.12,2019-02-21,16:55,Cash,283.92,14.2,5.5,2,16,4
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.95,796.91,2019-02-12,12:58,Ewallet,758.96,37.95,8.7,2,12,12
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.6,180.62,2019-03-10,18:59,Credit card,172.02,8.6,7.9,3,18,6
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.6,285.7,2019-01-31,13:44,Ewallet,272.1,13.6,6.1,1,13,1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456.29,2019-03-06,13:46,Ewallet,434.56,21.73,5.4,3,13,1
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.95,62.0,2019-02-17,18:06,Cash,59.05,2.95,9.4,2,18,6
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.63,13.17,2019-02-21,12:38,Cash,12.54,0.63,8.2,2,12,12
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.32,90.82,2019-03-20,15:56,Cash,86.5,4.32,6.2,3,15,3
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.04,2019-01-11,14:29,Credit card,174.32,8.72,9.7,1,14,2
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,655.55,2019-01-26,19:14,Ewallet,624.33,31.22,4.0,1,19,7
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.41,155.65,2019-01-31,16:24,Ewallet,148.24,7.41,9.7,1,16,4
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52,Cash,544.2,27.21,5.3,2,10,10
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,2019-03-11,12:55,Ewallet,507.36,25.37,7.4,3,12,12
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,170.88,2019-01-26,19:28,Cash,162.74,8.14,6.5,1,19,7
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.59,33.36,2019-03-12,13:52,Credit card,31.77,1.59,8.7,3,13,1
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,794.65,2019-02-11,10:54,Cash,756.81,37.84,8.0,2,10,10
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310.04,2019-02-21,18:31,Cash,295.28,14.76,6.7,2,18,6
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24,Ewallet,519.4,25.97,6.5,3,18,6
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,2019-01-20,18:09,Ewallet,186.28,9.31,4.1,1,18,6
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.35,91.4,2019-01-28,15:16,Credit card,87.05,4.35,4.9,1,15,3
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.06,232.16,2019-03-05,17:07,Credit card,221.1,11.06,8.6,3,17,5
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.3,69.4,2019-03-02,19:26,Cash,66.1,3.3,4.3,3,19,7
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.48,94.17,2019-01-11,11:20,Ewallet,89.69,4.48,4.9,1,11,11
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.68,2019-01-11,16:49,Credit card,224.46,11.22,5.6,1,16,4
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.98,125.52,2019-03-11,12:01,Credit card,119.54,5.98,5.8,3,12,12
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,186.4,9.32,6.0,2,18,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25,Cash,250.6,12.53,4.2,1,11,11
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,788.51,2019-02-02,18:42,Credit card,750.96,37.55,8.3,2,18,6
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.04,399.76,2019-01-01,14:47,Cash,380.72,19.04,5.7,1,14,2
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,Cash,244.2,12.21,4.8,2,19,7
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.49,94.18,2019-01-23,14:04,Ewallet,89.7,4.49,6.8,1,14,2
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.42,2019-01-07,16:11,Credit card,310.88,15.54,8.8,1,16,4
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,2019-01-14,19:06,Credit card,511.42,25.57,4.2,1,19,7
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.95,439.9,2019-02-02,15:34,Ewallet,418.95,20.95,6.4,2,15,3
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.6,369.5,2019-03-17,19:06,Credit card,351.9,17.6,8.4,3,19,7
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.44,30.22,2019-03-02,19:44,Credit card,28.78,1.44,7.2,3,19,7
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,95.0,4.75,5.2,3,11,11
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,Cash,471.2,23.56,8.9,1,11,11
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.52,137.0,2019-01-29,14:12,Cash,130.48,6.52,9.0,1,14,2
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.32,69.67,2019-01-31,10:46,Credit card,66.35,3.32,9.7,1,10,10
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,2019-02-05,10:16,Ewallet,155.46,7.77,8.7,2,10,10
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,129.0,6.45,6.5,2,12,12
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.19,276.95,2019-02-07,13:05,Credit card,263.76,13.19,6.9,2,13,1
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.78,709.32,2019-03-19,13:25,Ewallet,675.54,33.78,6.2,3,13,1
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,65.8,3.29,5.6,3,14,2
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,Cash,153.2,7.66,5.7,3,19,7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,Cash,222.4,11.12,4.2,2,11,11
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.72,57.17,2019-02-26,19:24,Ewallet,54.45,2.72,7.9,2,19,7
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,688.8,34.44,8.7,3,12,12
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.09,148.97,2019-03-14,17:22,Credit card,141.88,7.09,6.9,3,17,5
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,Cash,746.0,37.3,9.5,1,20,8
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,2019-01-05,16:05,Credit card,282.96,14.15,4.4,1,16,4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,355.4,17.77,7.0,1,13,1
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354.01,2019-03-06,18:13,Ewallet,337.15,16.86,6.3,3,18,6
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.11,44.35,2019-01-03,19:17,Cash,42.24,2.11,9.7,1,19,7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,2019-01-07,11:44,Credit card,193.86,9.69,8.8,1,11,11
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.2,25.26,2019-01-27,15:51,Cash,24.06,1.2,5.1,1,15,3
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628.17,2019-02-26,16:52,Ewallet,598.26,29.91,7.9,2,16,4
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.58,2019-01-07,20:52,Cash,335.79,16.79,6.2,1,20,8
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,218.2,10.91,7.1,1,17,5
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.08,400.76,2019-02-02,13:23,Ewallet,381.68,19.08,6.4,2,13,1
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.49,745.4,2019-03-20,16:28,Cash,709.9,35.49,5.7,3,16,4
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,Credit card,440.2,22.01,9.6,3,19,7
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,2019-02-15,17:01,Credit card,559.68,27.98,6.4,2,17,5
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29,Credit card,37.0,1.85,7.9,3,13,1
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.77,16.11,2019-01-06,11:09,Cash,15.34,0.77,6.5,1,11,11
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.95,628.93,2019-03-04,15:02,Ewallet,598.98,29.95,8.5,3,15,3
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.53,200.21,2019-03-12,14:21,Cash,190.68,9.53,9.1,3,14,2
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,Cash,333.4,16.67,7.6,2,18,6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.74,78.6,2019-03-24,14:49,Cash,74.86,3.74,6.9,3,14,2
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.69,224.44,2019-01-31,12:02,Cash,213.75,10.69,9.5,1,12,12
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,356.55,2019-01-25,13:30,Credit card,339.57,16.98,5.2,1,13,1
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,2019-02-03,14:38,Cash,664.16,33.21,4.2,2,14,2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,Credit card,403.0,20.15,7.0,1,17,5
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.75,204.7,2019-03-14,17:20,Ewallet,194.95,9.75,6.0,3,17,5
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.12,65.6,2019-02-18,20:29,Cash,62.48,3.12,4.7,2,20,8
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.64,76.36,2019-01-21,10:00,Cash,72.72,3.64,7.1,1,10,10
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190.16,2019-03-13,11:46,Ewallet,181.1,9.06,5.9,3,11,11
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,Cash,259.6,12.98,7.5,3,13,1
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.77,121.13,2019-03-29,14:44,Cash,115.36,5.77,6.4,3,14,2
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,2019-01-10,14:16,Ewallet,470.28,23.51,5.8,1,14,2
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.0,252.04,2019-01-25,15:54,Cash,240.04,12.0,4.5,1,15,3
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.43,93.04,2019-01-19,10:21,Cash,88.61,4.43,7.7,1,10,10
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.98,209.62,2019-01-02,18:09,Credit card,199.64,9.98,6.7,1,18,6
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.95,40.96,2019-03-12,16:46,Credit card,39.01,1.95,4.7,3,16,4
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.43,51.04,2019-02-25,15:31,Cash,48.61,2.43,4.4,2,15,3
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.24,215.0,2019-03-18,17:15,Credit card,204.76,10.24,4.7,3,17,5
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,125.66,2019-02-23,12:29,Cash,119.68,5.98,8.6,2,12,12
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,Ewallet,505.4,25.27,4.3,3,20,8
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.08,295.69,2019-03-30,13:22,Cash,281.61,14.08,9.6,3,13,1
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,2019-02-17,17:09,Cash,710.32,35.52,4.1,2,17,5
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.97,83.41,2019-03-21,10:40,Ewallet,79.44,3.97,4.7,3,10,10
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.19,172.01,2019-03-05,17:43,Cash,163.82,8.19,7.8,3,17,5
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.98,503.56,2019-01-31,14:04,Cash,479.58,23.98,5.5,1,14,2
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.93,145.59,2019-02-05,19:05,Ewallet,138.66,6.93,9.7,2,19,7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.56,74.71,2019-02-01,10:08,Credit card,71.15,3.56,4.4,2,10,10
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,7.0,146.95,2019-03-07,13:12,Cash,139.95,7.0,5.0,3,13,1
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.06,820.36,2019-02-10,20:51,Cash,781.3,39.06,4.4,2,20,8
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.94,208.68,2019-02-14,17:29,Cash,198.74,9.94,5.2,2,17,5
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.16,66.4,2019-02-09,10:25,Cash,63.24,3.16,7.3,2,10,10
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.7,392.65,2019-01-10,11:34,Cash,373.95,18.7,4.9,1,11,11
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.38,218.07,2019-03-11,18:58,Credit card,207.69,10.38,8.1,3,18,6
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.81,185.09,2019-02-18,16:28,Ewallet,176.28,8.81,8.4,2,16,4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.32,216.69,2019-02-26,20:26,Cash,206.37,10.32,5.5,2,20,8
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.39,2019-01-18,15:08,Cash,39.42,1.97,8.4,1,15,3
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.58,96.14,2019-02-15,18:03,Ewallet,91.56,4.58,9.8,2,18,6
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.44,324.29,2019-03-08,13:21,Cash,308.85,15.44,6.7,3,13,1
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,2019-01-17,12:48,Credit card,129.12,6.46,9.4,1,12,12
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,410.51,2019-03-12,19:53,Ewallet,390.96,19.55,6.4,3,19,7
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.94,523.84,2019-03-09,19:09,Cash,498.9,24.94,5.4,3,19,7
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.85,395.89,2019-03-12,16:30,Cash,377.04,18.85,8.6,3,16,4
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,214.75,2019-01-25,10:11,Credit card,204.52,10.23,4.0,1,10,10
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.27,152.71,2019-03-25,13:07,Cash,145.44,7.27,7.6,3,13,1
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208.09,2019-02-07,18:48,Cash,198.18,9.91,6.8,2,18,6
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.93,103.64,2019-02-17,17:27,Credit card,98.7,4.93,9.1,2,17,5
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.26,404.36,2019-02-03,15:59,Cash,385.1,19.26,5.5,2,15,3
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.35,49.31,2019-03-14,11:21,Credit card,46.96,2.35,7.9,3,11,11
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.68,77.18,2019-03-24,13:48,Ewallet,73.5,3.68,8.5,3,13,1
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.11,149.36,2019-03-21,10:17,Credit card,142.25,7.11,9.1,3,10,10
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49,Ewallet,687.6,34.38,7.5,3,15,3
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.39,365.08,2019-02-24,13:02,Cash,347.7,17.39,5.2,2,13,1
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.15,150.1,2019-03-28,12:58,Credit card,142.95,7.15,9.5,3,12,12
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,404.65,2019-02-05,15:26,Credit card,385.38,19.27,8.9,2,15,3
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151.48,2019-02-10,18:23,Credit card,144.27,7.21,7.8,2,18,6
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411.38,2019-03-05,19:06,Ewallet,391.79,19.59,8.9,3,19,7
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.92,565.22,2019-02-15,20:21,Cash,538.3,26.92,7.7,2,20,8
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.26,509.41,2019-01-30,16:24,Ewallet,485.15,24.26,9.3,1,16,4
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.7,140.65,2019-02-14,15:04,Cash,133.95,6.7,6.2,2,15,3
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.07,736.44,2019-02-27,16:10,Ewallet,701.37,35.07,7.6,2,16,4
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.6,75.55,2019-02-04,12:14,Cash,71.95,3.6,7.3,2,12,12
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13,Cash,714.0,35.7,4.7,1,10,10
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.11,191.25,2019-03-28,17:38,Cash,182.14,9.11,5.1,3,17,5
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,135.0,6.75,4.8,2,11,11
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53,Credit card,993.0,49.65,6.6,2,14,2
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.09,379.92,2019-01-26,18:22,Cash,361.83,18.09,5.5,1,18,6
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402.27,2019-03-14,19:02,Credit card,383.11,19.16,8.5,3,19,7
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16,Cash,243.0,12.15,4.8,3,14,2
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.51,31.75,2019-03-04,15:44,Cash,30.24,1.51,8.4,3,15,3
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.39,2019-01-07,12:20,Credit card,356.56,17.83,7.8,1,12,12
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.77,394.28,2019-03-08,20:01,Credit card,375.5,18.77,9.3,3,20,8
